ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days in Subscription,Longterm(1) Short Term(0),Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Auto Renew On (1) Off (0),Country,User Type,Lead Platform,Email Subscriber,Subscriber(1) not (0),Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,Open Rate,Click Through Rate
3487,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/9/2020,4/9/2020,91.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,No,0,Yes,2,0,0,0,0,0%, 
3488,POR,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/13/2019,7/2/2020,385.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,52,1,0,1,0,2%,0%
3492,TGL,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/23/2019,9/26/2019,187.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,50,0,0,0,0,0%, 
3498,FRA,Limited,RENEWAL,Web,35.97,USD,8/19/2019,5/22/2020,277.00,1.00,No,Yes,8/19/2019,8/22/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,2,0,1,0,25%,0%
3504,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/1/2019,6/1/2020,183.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,5,2,0,1,0,20%,0%
3505,ESP,Limited,RENEWAL,Web,19.99,USD,1/1/2019,5/5/2020,490.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
3520,ESP,Limited,RENEWAL,Web,79,USD,5/6/2019,11/13/2019,191.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,50,0,0,0,0,0%, 
3524,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/27/2020,6/30/2020,95.00,0.00,No,Yes,3/27/2020,3/30/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,3,3,0,3,0,100%,0%
3532,TGL,Limited,INITIAL_PURCHASE,Web,38.58,USD,7/7/2019,10/7/2019,92.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,72,0,0,0,0,0%, 
3534,ESP,Limited,INITIAL_PURCHASE,Web,143.76,USD,9/3/2019,9/3/2021,731.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,19,18,0,4,0,21%,0%
3543,ESP,Limited,RENEWAL,Web,79,USD,8/5/2019,5/21/2020,290.00,1.00,No,Yes,8/5/2019,8/8/2019,On,1,Other,Consumer,Web,Yes,1,Yes,1,1,0,1,0,100%,0%
3546,VIE,Limited,INITIAL_PURCHASE,Web,39,USD,7/6/2019,10/9/2019,95.00,0.00,No,Yes,7/6/2019,7/9/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,36,0,0,0,0,0%, 
3549,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/27/2020,6/11/2020,105.00,0.00,No,Yes,3/8/2020,3/11/2020,Off,0,Other,Consumer,Web,No,0,Yes,22,22,13,4,3,18%,14%
3556,TGL,Limited,INITIAL_PURCHASE,Web,119.76,USD,7/25/2019,7/25/2021,731.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,2,0,0,0,0,0%, 
3558,ESP,Limited,RENEWAL,Web,119,USD,10/6/2018,10/6/2020,731.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,7,5,0,1,0,14%,0%
3563,DEU,Limited,INITIAL_PURCHASE,Web,42.8,USD,10/24/2019,5/15/2020,204.00,1.00,No,No,NULL,NULL,Off,0,Europe,Consumer,Web,No,0,Yes,19,18,2,2,1,11%,6%
3566,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/7/2020,5/7/2020,90.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,15,0,0,0,0,0%, 
3569,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/2/2020,4/6/2020,95.00,0.00,No,Yes,1/2/2020,1/5/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,15,1,1,1,1,7%,100%
3574,ESP,Limited,RENEWAL,Web,119,USD,9/17/2019,9/17/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,5,1,0,1,0,20%,0%
3578,KOR,Limited,RENEWAL,Web,79,USD,7/23/2019,4/26/2020,278.00,1.00,No,Yes,7/23/2019,7/26/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
3587,ENG,Limited,RENEWAL,Web,179,USD,2/28/2019,3/28/2021,759.00,1.00,Yes,No,NULL,NULL,Off,0,Other,Consumer,Web,Yes,1,Yes,35,26,0,1,0,3%,0%
3588,TUR,Limited,INITIAL_PURCHASE,Web,65.94,USD,1/18/2020,1/18/2021,366.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,57,33,17,15,4,26%,12%
3595,ALL,Limited,RENEWAL,Web,179,USD,4/8/2019,4/8/2021,731.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,8,6,2,3,1,38%,17%
3597,ESP,Limited,RENEWAL,Web,119,USD,7/28/2019,8/29/2020,398.00,1.00,No,Yes,7/28/2019,7/31/2019,On,1,US/Canada,Consumer,Web,No,0,Yes,11,11,0,2,0,18%,0%
3598,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/14/2020,6/30/2020,108.00,0.00,No,Yes,3/19/2020,3/26/2020,On,1,US/Canada,Consumer,Web,No,0,Yes,8,8,0,1,0,13%,0%
3600,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,12/12/2019,1/27/2021,412.00,1.00,No,No,NULL,NULL,On,1,Other,Consumer,Web,No,0,Yes,17,16,12,7,4,41%,25%
3606,SVE,Limited,INITIAL_PURCHASE,Web,39.5,USD,9/6/2019,3/24/2020,200.00,1.00,No,Yes,9/6/2019,9/9/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,10,9,6,2,1,20%,11%
3608,ESP,Limited,RENEWAL,Web,79,USD,1/15/2019,4/30/2020,471.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,6,3,0,2,0,33%,0%
3616,ENG,Limited,RENEWAL,Web,79,USD,11/1/2019,5/11/2020,192.00,1.00,No,Yes,11/1/2019,11/4/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,5,4,0,3,0,60%,0%
3618,ESP,Limited,RENEWAL,Web,19.99,USD,4/20/2019,11/21/2019,215.00,1.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,3,2,0,2,0,67%,0%
3619,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/12/2020,4/17/2020,96.00,0.00,No,Yes,1/12/2020,1/15/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,181,102,10,47,3,26%,3%
3622,ENG,Limited,RENEWAL,Web,79,USD,7/27/2019,11/11/2019,107.00,0.00,No,Yes,11/10/2019,11/13/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,60,0,0,0,0,0%, 
3645,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,3/29/2020,3/29/2021,365.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,242,115,27,62,1,26%,1%
3657,ESP,Limited,INITIAL_PURCHASE,Web,39.5,USD,11/26/2019,2/26/2020,92.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,38,2,0,2,0,5%,0%
3659,ITA,Limited,INITIAL_PURCHASE,Web,71.79,USD,10/1/2019,4/1/2020,183.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,3,1,0,1,0,33%,0%
3661,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/15/2020,5/18/2020,93.00,0.00,No,No,NULL,NULL,Off,0,Other,Consumer,Web,No,0,Yes,5,5,0,2,0,40%,0%
3663,EBR,Limited,RENEWAL,Web,35.97,USD,11/29/2019,6/8/2020,192.00,1.00,No,Yes,11/29/2019,12/2/2019,On,1,Other,Consumer,Web,No,0,Yes,3,3,0,1,0,33%,0%
3672,FRA,Limited,RENEWAL,Web,79,USD,2/22/2019,11/22/2019,273.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,32,0,0,0,0,0%, 
3678,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/10/2019,10/10/2019,92.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,171,5,2,4,1,2%,20%
3679,CHI,Limited,INITIAL_PURCHASE,Web,41.34,USD,8/21/2019,2/24/2020,187.00,1.00,No,Yes,8/21/2019,8/24/2019,Off,0,US/Canada,Consumer,Web,No,0,Yes,60,27,4,16,1,27%,4%
3688,TGL,Limited,RENEWAL,Web,35.97,USD,11/30/2019,5/29/2020,181.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,6,4,3,1,43%,17%
3696,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/15/2019,12/15/2019,91.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,7,7,0,3,0,43%,0%
3698,TGL,Limited,INITIAL_PURCHASE,Web,143.76,USD,6/24/2019,6/24/2021,731.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,1,0,1,0,50%,0%
3700,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,1/25/2020,4/25/2020,91.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,98,48,26,12,3,12%,6%
3713,ESP,Limited,RENEWAL,Web,79,USD,4/22/2019,4/22/2020,366.00,1.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,13,12,0,3,0,23%,0%
3719,ESP,Limited,RENEWAL,Web,35.97,USD,10/21/2019,7/21/2020,274.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,3,0,0,0,0,0%, 
3720,ESP,Limited,INITIAL_PURCHASE,Web,42.46,USD,8/20/2019,11/23/2019,95.00,0.00,No,Yes,8/20/2019,8/23/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,152,3,1,3,1,2%,33%
3730,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/14/2019,5/7/2020,236.00,1.00,No,Yes,10/14/2019,10/17/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,3,1,0,1,0,33%,0%
3732,ESP,Limited,RENEWAL,Web,79,USD,11/5/2019,5/8/2020,185.00,0.00,No,Yes,11/5/2019,11/8/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,0,0,0,0,0%, 
3733,FRA,Limited,RENEWAL,Web,79,USD,3/27/2019,12/27/2019,275.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,No,0,Yes,108,8,1,7,1,6%,13%
1705,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/25/2019,5/26/2020,183.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,88,18,0,16,0,18%,0%
3741,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/10/2020,5/10/2020,90.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,91,4,2,3,1,3%,25%
3745,KOR,Limited,INITIAL_PURCHASE,Web,38.98,USD,12/15/2019,3/15/2020,91.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
3746,ESP,Limited,RENEWAL,Web,79,USD,6/22/2019,12/25/2019,186.00,1.00,No,Yes,6/22/2019,6/25/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,187,57,3,42,1,22%,2%
3748,RUS,Limited,RENEWAL,Web,79,USD,4/22/2019,1/22/2020,275.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,No,0,Yes,8,0,0,0,0,0%, 
3759,FRA,Limited,RENEWAL,Web,119,USD,10/24/2018,4/24/2020,548.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
3761,JPN,Limited,INITIAL_PURCHASE,Web,38.34,USD,1/27/2020,5/1/2020,95.00,0.00,No,Yes,1/27/2020,1/30/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,19,8,7,4,3,21%,38%
3783,ESP,Limited,RENEWAL,Web,35.97,USD,6/23/2019,6/23/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,19,19,4,4,1,21%,5%
3801,ESP,Limited,RENEWAL,Web,79,USD,2/4/2019,5/4/2020,455.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,6,1,0,1,0,17%,0%
3806,ENG,Limited,RENEWAL,Web,119,USD,7/5/2019,7/12/2020,373.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,2,0,0,0,0,0%, 
3807,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,1/11/2020,4/11/2020,91.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,0,0,0,0,0%, 
3811,GLE,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/16/2020,4/22/2020,97.00,0.00,No,Yes,1/16/2020,1/19/2020,Off,0,US/Canada,Consumer,Web,No,0,Yes,14,12,8,5,3,36%,25%
3826,ESP,Limited,RENEWAL,Web,35.97,USD,11/21/2019,5/21/2020,182.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
3833,ESP,Limited,RENEWAL,Web,35.97,USD,1/17/2020,7/17/2020,182.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,14,10,0,3,0,21%,0%
3836,ENG,Limited,INITIAL_PURCHASE,Web,38.34,USD,8/21/2019,11/21/2019,92.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,58,3,0,3,0,5%,0%
3838,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,1/18/2020,1/18/2021,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,44,18,10,6,2,14%,11%
3846,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,7/21/2019,1/21/2020,184.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,9,0,0,0,0,0%, 
3847,JPN,Limited,INITIAL_PURCHASE,Web,39.6,USD,3/15/2020,6/15/2020,92.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,5,0,0,0,0,0%, 
3849,FRA,Limited,RENEWAL,Web,79,USD,5/3/2019,2/3/2020,276.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,131,21,12,7,1,5%,5%
3850,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/4/2019,2/11/2020,222.00,1.00,No,No,NULL,NULL,Off,0,Other,Other,Unknown,No,0,No,11,0,0,0,0,0%, 
3853,ESP,Limited,INITIAL_PURCHASE,Web,37.59,USD,2/27/2020,5/27/2020,90.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,7,0,0,0,0,0%, 
3857,KOR,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/5/2019,5/5/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,4,0,0,0,0,0%, 
3860,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,7/28/2019,10/31/2019,95.00,0.00,No,Yes,7/28/2019,7/31/2019,Off,0,US/Canada,Consumer,Web,No,0,Yes,153,10,0,10,0,7%,0%
3868,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/28/2020,4/28/2020,91.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,1,0,0,0,0,0%, 
3883,SVE,Limited,INITIAL_PURCHASE,Web,120,USD,12/12/2019,12/15/2021,734.00,1.00,No,Yes,12/12/2019,12/15/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
3884,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/3/2020,6/3/2020,92.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,5,0,0,0,0,0%, 
3886,TUR,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/8/2019,5/8/2020,182.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,4,0,0,0,0,0%, 
3896,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/8/2020,5/8/2020,90.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,14,0,0,0,0,0%, 
3904,FRA,Limited,RENEWAL,Web,35.97,USD,8/25/2019,5/25/2020,274.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,8,7,0,3,0,38%,0%
3908,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/10/2019,3/13/2020,185.00,0.00,No,Yes,9/10/2019,9/13/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,10,0,0,0,0,0%, 
3913,DEU,Limited,INITIAL_PURCHASE,Web,41.57,USD,11/20/2019,2/28/2020,100.00,0.00,No,Yes,11/20/2019,11/23/2019,Off,0,US/Canada,Consumer,Web,No,0,Yes,46,7,0,5,0,11%,0%
3917,ENG,Limited,INITIAL_PURCHASE,Web,71.79,USD,9/23/2019,3/23/2020,182.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,1,0,0,0,0,0%, 
3920,FRA,Limited,RENEWAL,Web,19.99,USD,9/11/2019,3/5/2020,176.00,0.00,No,Yes,9/14/2019,9/17/2019,Off,0,US/Canada,Consumer,Web,No,0,Yes,28,28,6,15,3,54%,11%
3929,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/30/2020,6/30/2020,92.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
3943,JPN,Limited,INITIAL_PURCHASE,Web,38.34,USD,11/28/2019,6/2/2020,187.00,1.00,No,Yes,11/28/2019,12/1/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,11,0,0,0,0,0%, 
3944,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/6/2020,4/9/2020,94.00,0.00,No,Yes,1/6/2020,1/9/2020,Off,0,Europe,Consumer,Web,No,0,Yes,7,6,4,2,1,29%,17%
3951,FRA,Limited,RENEWAL,Web,79,USD,11/2/2019,5/2/2020,182.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,7,5,0,2,0,29%,0%
3956,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/27/2020,4/27/2020,91.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,68,35,2,10,1,15%,3%
3958,ESP,Limited,RENEWAL,Web,35.97,USD,6/5/2019,6/5/2020,366.00,1.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,0,0,0,0,0%, 
3978,ESP,Limited,RENEWAL,Web,79,USD,7/19/2019,1/22/2020,187.00,1.00,No,Yes,7/19/2019,7/22/2019,On,1,US/Canada,Consumer,Web,Yes,1,Yes,3,0,0,0,0,0%, 
3979,ITA,Limited,INITIAL_PURCHASE,Web,35.54,USD,2/12/2020,5/12/2020,90.00,0.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,8,5,2,2,1,25%,20%
3987,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/20/2020,5/23/2020,93.00,0.00,No,Yes,2/20/2020,2/23/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,12,8,0,4,0,33%,0%
3988,ESP,Limited,INITIAL_PURCHASE,Web,70.13,USD,11/4/2019,5/4/2020,182.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,3,1,0,1,0,33%,0%
3997,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/19/2019,2/19/2020,184.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,22,0,0,0,0,0%, 
3998,ESP,Limited,RENEWAL,Web,79,USD,4/12/2019,4/12/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,Other,Consumer,Web,Yes,1,Yes,2,2,0,2,0,100%,0%
4007,ALL,Limited,INITIAL_PURCHASE,Web,103.91,USD,3/3/2020,3/3/2021,365.00,1.00,No,Yes,2/28/2020,3/2/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,14,6,3,4,1,29%,17%
4009,ESP,Limited,RENEWAL,Web,79,USD,6/18/2019,3/21/2020,277.00,1.00,No,Yes,6/18/2019,6/21/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,10,1,0,1,0,10%,0%
4013,RUS,Limited,RENEWAL,Web,79,USD,11/3/2018,11/3/2019,365.00,1.00,Yes,No,NULL,NULL,Off,0,Other,Consumer,App,No,0,Yes,49,0,0,0,0,0%, 
4018,KOR,Limited,RENEWAL,Web,79,USD,6/10/2019,12/26/2019,199.00,1.00,No,Yes,6/10/2019,6/13/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,27,8,3,4,1,15%,13%
4030,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/24/2020,6/29/2020,97.00,0.00,Yes,Yes,3/24/2020,3/27/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,21,16,12,2,1,10%,6%
4035,ESP,Limited,RENEWAL,Web,119,USD,8/5/2019,8/5/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,4,0,0,0,0,0%, 
4040,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/19/2019,1/29/2020,102.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,91,0,0,0,0,0%, 
4041,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/24/2019,1/29/2020,66.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,No,0,Yes,5,5,0,1,0,20%,0%
4043,ESP,Limited,RENEWAL,Web,35.97,USD,12/21/2019,6/22/2020,184.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,4,0,0,0,0,0%, 
4053,FRA,Limited,RENEWAL,Web,79,USD,4/9/2019,1/9/2020,275.00,1.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,78,0,0,0,0,0%, 
4054,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/31/2019,5/3/2020,185.00,0.00,No,Yes,10/31/2019,11/3/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,4,3,0,2,0,50%,0%
4059,ESP,Limited,RENEWAL,Web,35.97,USD,12/29/2019,7/3/2020,187.00,1.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,No,0,Yes,1,0,0,0,0,0%, 
4083,ESP,Limited,INITIAL_PURCHASE,Web,39.21,USD,3/28/2020,7/8/2020,102.00,0.00,No,Yes,4/1/2020,4/8/2020,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,1,1,1,1,1,100%,100%
4088,POR,Limited,RENEWAL,Web,35.97,USD,6/10/2019,6/12/2020,368.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,8,6,0,2,0,25%,0%
4089,ESP,Limited,RENEWAL,Web,35.97,USD,12/18/2019,6/18/2020,183.00,0.00,No,No,NULL,NULL,On,1,Other,Other,Unknown,No,0,No,7,5,0,2,0,29%,0%
4091,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,9/10/2019,9/13/2020,369.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Other,Web,Yes,1,Yes,5,0,0,0,0,0%, 
4094,TGL,Limited,INITIAL_PURCHASE,Web,95.88,USD,7/5/2019,7/5/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,2,0,0,0,0,0%, 
4106,ITA,Limited,INITIAL_PURCHASE,Web,95.88,USD,11/11/2019,11/11/2020,366.00,1.00,No,No,NULL,NULL,Off,0,Europe,Consumer,Web,No,0,Yes,2,2,2,1,1,50%,50%
4117,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,2/8/2020,5/12/2020,94.00,0.00,No,Yes,2/8/2020,2/11/2020,On,1,US/Canada,Consumer,Web,Yes,1,Yes,16,11,8,3,1,19%,9%
4120,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/3/2019,4/3/2020,183.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,39,30,30,1,1,3%,3%
4129,DEU,Limited,INITIAL_PURCHASE,Web,38.24,USD,6/23/2019,9/27/2019,96.00,0.00,No,Yes,6/23/2019,6/26/2019,Off,0,US/Canada,Consumer,Web,Yes,1,Yes,147,2,0,2,0,1%,0%
4142,ESP,Limited,RENEWAL,Web,79,USD,11/8/2018,5/8/2020,547.00,1.00,No,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,13,12,0,2,0,15%,0%
4146,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,12/3/2019,3/6/2020,94.00,0.00,No,Yes,12/3/2019,12/6/2019,Off,0,US/Canada,Consumer,Web,No,0,Yes,3,3,0,2,0,67%,0%
4154,ALL,Limited,RENEWAL,Web,179,USD,4/23/2019,4/23/2021,731.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,2,0,0,0,0,0%, 
4165,CHI,Limited,INITIAL_PURCHASE,Web,39,USD,12/20/2019,4/11/2020,113.00,0.00,No,No,NULL,NULL,Off,0,US/Canada,Consumer,Web,No,0,Yes,24,8,3,6,1,25%,13%
4167,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/15/2020,4/15/2020,91.00,0.00,Yes,No,NULL,NULL,Off,0,US/Canada,Consumer,App,Yes,1,Yes,50,9,0,5,0,10%,0%
4177,ESP,Limited,INITIAL_PURCHASE,Web,38.16,USD,2/28/2020,5/28/2020,90.00,0.00,No,Yes,8/14/2018,8/17/2018,On,1,US/Canada,Consumer,App,Yes,1,Yes,17,5,0,2,0,12%,0%
4189,ESP,Limited,RENEWAL,Web,35.97,USD,1/9/2020,7/9/2020,182.00,0.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,Web,Yes,1,Yes,10,6,1,4,1,40%,17%
4190,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/19/2019,11/19/2020,366.00,1.00,Yes,No,NULL,NULL,On,1,US/Canada,Consumer,App,Yes,1,Yes,3,2,0,1,0,33%,0%
